entity,source,risk_type,risk_score,description,date
CUST90079,Sanctions Watchlist,Fraud Investigation Mention,0.82,Named in leaked documents involving offshore tax structures,2024-06-13
ACCT200181,Sanctions Watchlist,Shell Company Association,0.72,Named in leaked documents involving offshore tax structures,2025-05-20
CUST90213,Regulatory Bulletin,Politically Exposed Person Link,0.8,Referenced in dark web forum discussing illicit financial transfers,2024-08-10
ACCT200121,Regulatory Bulletin,Fraud Investigation Mention,0.7,Named in leaked documents involving offshore tax structures,2025-04-23
CUST90051,Financial News Feed,Shell Company Association,0.56,Connected to politically exposed individual under investigation,2024-05-08
ACCT200115,Dark Web Monitoring,Offshore Account Activity,0.59,Identified in sanctions advisory regarding suspicious financial networks,2024-12-04
ACCT200258,Financial News Feed,Fraud Investigation Mention,0.92,Mentioned in regulatory investigation related to financial misconduct,2025-01-09
ACCT200359,Open Source Intelligence,Crypto Laundering Indicator,0.89,Named in leaked documents involving offshore tax structures,2025-05-06
ACCT200000,Regulatory Bulletin,Sanctions Exposure,0.97,Connected to politically exposed individual under investigation,2025-04-30
ACCT200303,Open Source Intelligence,Sanctions Exposure,0.59,Associated with high-risk cryptocurrency exchange activity,2024-06-24
ACCT200018,Regulatory Bulletin,Shell Company Association,0.51,Negative media coverage related to corruption allegations,2024-10-16
CUST90123,Sanctions Watchlist,Fraud Investigation Mention,0.8,Linked to offshore shell company registered in Cayman Islands,2024-12-04
ACCT200016,Financial News Feed,Offshore Account Activity,0.95,Connected to politically exposed individual under investigation,2025-02-18
ACCT200311,Regulatory Bulletin,Politically Exposed Person Link,0.91,Identified in sanctions advisory regarding suspicious financial networks,2024-05-30
ACCT200167,Dark Web Monitoring,Offshore Account Activity,0.75,Associated with high-risk cryptocurrency exchange activity,2024-06-25
ACCT200385,Dark Web Monitoring,Fraud Investigation Mention,0.7,Negative media coverage related to corruption allegations,2025-05-08
CUST90234,Sanctions Watchlist,Crypto Laundering Indicator,0.91,Identified in sanctions advisory regarding suspicious financial networks,2025-08-20
CUST90140,Open Source Intelligence,Shell Company Association,0.68,Referenced in dark web forum discussing illicit financial transfers,2024-06-25
CUST90201,Social Media Monitoring,Politically Exposed Person Link,0.63,Identified in sanctions advisory regarding suspicious financial networks,2025-06-11
ACCT200377,Sanctions Watchlist,Sanctions Exposure,0.52,Linked to offshore shell company registered in Cayman Islands,2025-08-07
CUST90267,Sanctions Watchlist,Fraud Investigation Mention,0.73,Negative media coverage related to corruption allegations,2025-08-16
ACCT200220,Sanctions Watchlist,Sanctions Exposure,0.61,Linked to offshore shell company registered in Cayman Islands,2024-08-30
ACCT200118,Social Media Monitoring,Offshore Account Activity,0.85,Linked to offshore shell company registered in Cayman Islands,2024-05-04
CUST90194,Sanctions Watchlist,Sanctions Exposure,0.6,Mentioned in regulatory investigation related to financial misconduct,2024-11-23
ACCT200231,Sanctions Watchlist,Crypto Laundering Indicator,0.65,Connected to politically exposed individual under investigation,2024-04-01
CUST90234,Financial News Feed,Fraud Investigation Mention,0.85,Named in leaked documents involving offshore tax structures,2025-07-29
ACCT200112,Open Source Intelligence,Fraud Investigation Mention,0.82,Identified in sanctions advisory regarding suspicious financial networks,2025-02-04
CUST90188,Open Source Intelligence,Politically Exposed Person Link,0.97,Associated with high-risk cryptocurrency exchange activity,2024-08-24
ACCT200193,Open Source Intelligence,Politically Exposed Person Link,0.47,Linked to offshore shell company registered in Cayman Islands,2025-04-01
ACCT200353,Regulatory Bulletin,Crypto Laundering Indicator,0.72,Mentioned in regulatory investigation related to financial misconduct,2025-08-23
ACCT200479,Dark Web Monitoring,Offshore Account Activity,0.79,Identified in sanctions advisory regarding suspicious financial networks,2024-12-12
ACCT200077,Social Media Monitoring,Shell Company Association,0.6,Named in leaked documents involving offshore tax structures,2025-06-24
CUST90084,Dark Web Monitoring,Fraud Investigation Mention,0.46,Named in leaked documents involving offshore tax structures,2025-03-03
ACCT200186,Dark Web Monitoring,Crypto Laundering Indicator,0.9,Connected to politically exposed individual under investigation,2025-01-09
ACCT200277,Sanctions Watchlist,Offshore Account Activity,0.86,Named in leaked documents involving offshore tax structures,2025-08-14
CUST90241,Dark Web Monitoring,Negative Media,0.7,Connected to politically exposed individual under investigation,2024-05-05
CUST90062,Dark Web Monitoring,Crypto Laundering Indicator,0.82,Connected to politically exposed individual under investigation,2024-02-15
ACCT200275,Financial News Feed,Crypto Laundering Indicator,0.59,Associated with high-risk cryptocurrency exchange activity,2024-09-24
CUST90068,Open Source Intelligence,Shell Company Association,0.7,Connected to politically exposed individual under investigation,2024-04-30
CUST90041,Open Source Intelligence,Crypto Laundering Indicator,0.98,Mentioned in regulatory investigation related to financial misconduct,2024-08-05
ACCT200297,Sanctions Watchlist,Fraud Investigation Mention,0.5,Named in leaked documents involving offshore tax structures,2024-03-03
ACCT200476,Dark Web Monitoring,Shell Company Association,0.93,Named in leaked documents involving offshore tax structures,2025-08-22
CUST90173,Social Media Monitoring,Shell Company Association,0.78,Referenced in dark web forum discussing illicit financial transfers,2024-05-05
ACCT200283,Sanctions Watchlist,Negative Media,0.68,Mentioned in regulatory investigation related to financial misconduct,2024-05-13
CUST90023,Financial News Feed,Terror Financing Link,0.67,Identified in sanctions advisory regarding suspicious financial networks,2024-04-16
ACCT200212,Social Media Monitoring,Shell Company Association,0.59,Linked to offshore shell company registered in Cayman Islands,2024-10-06
CUST90207,Open Source Intelligence,Fraud Investigation Mention,0.82,Identified in sanctions advisory regarding suspicious financial networks,2025-03-31
ACCT200408,Financial News Feed,Sanctions Exposure,0.85,Identified in sanctions advisory regarding suspicious financial networks,2025-08-04
ACCT200408,Financial News Feed,Crypto Laundering Indicator,0.89,Associated with high-risk cryptocurrency exchange activity,2025-05-16
ACCT200136,Open Source Intelligence,Politically Exposed Person Link,0.66,Identified in sanctions advisory regarding suspicious financial networks,2025-06-22
ACCT200416,Open Source Intelligence,Offshore Account Activity,0.83,Mentioned in regulatory investigation related to financial misconduct,2025-07-07
ACCT200249,Open Source Intelligence,Terror Financing Link,0.86,Named in leaked documents involving offshore tax structures,2024-12-10
ACCT200150,Social Media Monitoring,Shell Company Association,0.75,Identified in sanctions advisory regarding suspicious financial networks,2024-03-07
CUST90116,Open Source Intelligence,Terror Financing Link,0.64,Identified in sanctions advisory regarding suspicious financial networks,2024-12-30
CUST90157,Regulatory Bulletin,Terror Financing Link,0.81,Associated with high-risk cryptocurrency exchange activity,2025-08-17
CUST90138,Sanctions Watchlist,Politically Exposed Person Link,0.74,Negative media coverage related to corruption allegations,2025-04-26
CUST90149,Open Source Intelligence,Politically Exposed Person Link,0.85,Named in leaked documents involving offshore tax structures,2025-07-29
CUST90269,Social Media Monitoring,Shell Company Association,0.93,Linked to offshore shell company registered in Cayman Islands,2025-01-04
ACCT200251,Open Source Intelligence,Negative Media,0.88,Named in leaked documents involving offshore tax structures,2025-07-08
CUST90191,Regulatory Bulletin,Offshore Account Activity,0.54,Linked to offshore shell company registered in Cayman Islands,2024-09-16
CUST90287,Regulatory Bulletin,Fraud Investigation Mention,0.73,Linked to offshore shell company registered in Cayman Islands,2024-08-22
ACCT200128,Dark Web Monitoring,Sanctions Exposure,0.87,Negative media coverage related to corruption allegations,2024-03-17
ACCT200393,Open Source Intelligence,Negative Media,0.54,Named in leaked documents involving offshore tax structures,2024-10-11
ACCT200349,Social Media Monitoring,Offshore Account Activity,0.64,Connected to politically exposed individual under investigation,2025-06-12
CUST90120,Regulatory Bulletin,Fraud Investigation Mention,0.47,Negative media coverage related to corruption allegations,2024-06-02
CUST90182,Sanctions Watchlist,Negative Media,0.6,Referenced in dark web forum discussing illicit financial transfers,2025-04-07
ACCT200215,Financial News Feed,Fraud Investigation Mention,0.98,Linked to offshore shell company registered in Cayman Islands,2025-02-05
CUST90285,Sanctions Watchlist,Shell Company Association,0.94,Named in leaked documents involving offshore tax structures,2024-04-08
ACCT200041,Financial News Feed,Shell Company Association,0.58,Mentioned in regulatory investigation related to financial misconduct,2025-02-20
ACCT200365,Social Media Monitoring,Shell Company Association,0.45,Named in leaked documents involving offshore tax structures,2024-06-16
CUST90098,Regulatory Bulletin,Negative Media,0.47,Referenced in dark web forum discussing illicit financial transfers,2025-04-01
ACCT200496,Regulatory Bulletin,Politically Exposed Person Link,0.63,Connected to politically exposed individual under investigation,2024-08-11
CUST90121,Open Source Intelligence,Negative Media,0.72,Connected to politically exposed individual under investigation,2025-05-21
ACCT200383,Social Media Monitoring,Terror Financing Link,0.75,Named in leaked documents involving offshore tax structures,2024-12-19
ACCT200156,Dark Web Monitoring,Negative Media,0.54,Connected to politically exposed individual under investigation,2025-08-04
ACCT200397,Regulatory Bulletin,Politically Exposed Person Link,0.77,Named in leaked documents involving offshore tax structures,2024-12-27
ACCT200255,Open Source Intelligence,Shell Company Association,0.75,Named in leaked documents involving offshore tax structures,2024-05-28
ACCT200269,Sanctions Watchlist,Offshore Account Activity,0.93,Linked to offshore shell company registered in Cayman Islands,2025-02-15
ACCT200432,Financial News Feed,Terror Financing Link,0.89,Identified in sanctions advisory regarding suspicious financial networks,2025-08-10
ACCT200347,Sanctions Watchlist,Politically Exposed Person Link,0.96,Connected to politically exposed individual under investigation,2024-09-27
ACCT200461,Open Source Intelligence,Sanctions Exposure,0.69,Referenced in dark web forum discussing illicit financial transfers,2024-10-08
ACCT200445,Sanctions Watchlist,Fraud Investigation Mention,0.57,Connected to politically exposed individual under investigation,2024-07-04
CUST90125,Financial News Feed,Crypto Laundering Indicator,0.9,Referenced in dark web forum discussing illicit financial transfers,2024-04-11
CUST90190,Open Source Intelligence,Sanctions Exposure,0.48,Associated with high-risk cryptocurrency exchange activity,2024-03-31
ACCT200409,Dark Web Monitoring,Shell Company Association,0.6,Named in leaked documents involving offshore tax structures,2025-07-25
ACCT200215,Dark Web Monitoring,Offshore Account Activity,0.61,Linked to offshore shell company registered in Cayman Islands,2025-07-15
CUST90082,Sanctions Watchlist,Crypto Laundering Indicator,0.53,Identified in sanctions advisory regarding suspicious financial networks,2024-04-26
ACCT200188,Dark Web Monitoring,Negative Media,0.53,Referenced in dark web forum discussing illicit financial transfers,2024-02-08
CUST90095,Open Source Intelligence,Terror Financing Link,0.79,Named in leaked documents involving offshore tax structures,2025-03-23
CUST90214,Regulatory Bulletin,Offshore Account Activity,0.57,Negative media coverage related to corruption allegations,2025-06-14
ACCT200093,Social Media Monitoring,Politically Exposed Person Link,0.49,Mentioned in regulatory investigation related to financial misconduct,2024-07-06
ACCT200318,Social Media Monitoring,Politically Exposed Person Link,0.86,Connected to politically exposed individual under investigation,2025-07-17
ACCT200448,Social Media Monitoring,Sanctions Exposure,0.5,Mentioned in regulatory investigation related to financial misconduct,2024-07-29
ACCT200180,Social Media Monitoring,Crypto Laundering Indicator,0.81,Connected to politically exposed individual under investigation,2025-07-26
CUST90179,Open Source Intelligence,Sanctions Exposure,0.59,Connected to politically exposed individual under investigation,2024-10-26
CUST90262,Financial News Feed,Crypto Laundering Indicator,0.46,Associated with high-risk cryptocurrency exchange activity,2024-07-03
ACCT200295,Sanctions Watchlist,Terror Financing Link,0.83,Linked to offshore shell company registered in Cayman Islands,2025-04-11
CUST90108,Dark Web Monitoring,Shell Company Association,0.59,Negative media coverage related to corruption allegations,2024-09-20
CUST90238,Financial News Feed,Sanctions Exposure,0.78,Linked to offshore shell company registered in Cayman Islands,2025-05-07
ACCT200288,Financial News Feed,Crypto Laundering Indicator,0.78,Linked to offshore shell company registered in Cayman Islands,2024-06-11
ACCT200339,Open Source Intelligence,Sanctions Exposure,0.52,Connected to politically exposed individual under investigation,2025-04-05
ACCT200443,Dark Web Monitoring,Crypto Laundering Indicator,0.86,Named in leaked documents involving offshore tax structures,2025-01-19
CUST90139,Dark Web Monitoring,Negative Media,0.59,Linked to offshore shell company registered in Cayman Islands,2025-06-11
CUST90048,Regulatory Bulletin,Fraud Investigation Mention,0.83,Connected to politically exposed individual under investigation,2024-10-14
ACCT200319,Social Media Monitoring,Fraud Investigation Mention,0.93,Negative media coverage related to corruption allegations,2024-07-21
ACCT200464,Open Source Intelligence,Sanctions Exposure,0.54,Mentioned in regulatory investigation related to financial misconduct,2024-07-19
ACCT200380,Dark Web Monitoring,Crypto Laundering Indicator,0.53,Associated with high-risk cryptocurrency exchange activity,2024-04-12
CUST90011,Regulatory Bulletin,Crypto Laundering Indicator,0.6,Identified in sanctions advisory regarding suspicious financial networks,2025-03-26
ACCT200356,Regulatory Bulletin,Negative Media,0.56,Identified in sanctions advisory regarding suspicious financial networks,2024-01-15
CUST90221,Financial News Feed,Terror Financing Link,0.52,Negative media coverage related to corruption allegations,2025-02-21
ACCT200281,Sanctions Watchlist,Fraud Investigation Mention,0.76,Referenced in dark web forum discussing illicit financial transfers,2024-05-12
ACCT200101,Open Source Intelligence,Sanctions Exposure,0.93,Identified in sanctions advisory regarding suspicious financial networks,2025-05-17
CUST90131,Social Media Monitoring,Politically Exposed Person Link,0.82,Linked to offshore shell company registered in Cayman Islands,2025-03-10
CUST90259,Sanctions Watchlist,Crypto Laundering Indicator,0.6,Negative media coverage related to corruption allegations,2024-03-24
ACCT200069,Sanctions Watchlist,Fraud Investigation Mention,0.67,Identified in sanctions advisory regarding suspicious financial networks,2024-09-27
CUST90043,Social Media Monitoring,Offshore Account Activity,0.63,Connected to politically exposed individual under investigation,2024-01-25
ACCT200177,Open Source Intelligence,Offshore Account Activity,0.73,Negative media coverage related to corruption allegations,2024-09-13
ACCT200479,Social Media Monitoring,Crypto Laundering Indicator,0.73,Referenced in dark web forum discussing illicit financial transfers,2025-05-07
ACCT200359,Regulatory Bulletin,Offshore Account Activity,0.9,Referenced in dark web forum discussing illicit financial transfers,2024-05-20
ACCT200453,Social Media Monitoring,Shell Company Association,0.64,Connected to politically exposed individual under investigation,2024-10-07
ACCT200091,Open Source Intelligence,Crypto Laundering Indicator,0.51,Mentioned in regulatory investigation related to financial misconduct,2024-11-06
CUST90129,Regulatory Bulletin,Offshore Account Activity,0.6,Linked to offshore shell company registered in Cayman Islands,2024-07-27
CUST90120,Financial News Feed,Terror Financing Link,0.68,Identified in sanctions advisory regarding suspicious financial networks,2025-08-18
ACCT200374,Dark Web Monitoring,Negative Media,0.61,Identified in sanctions advisory regarding suspicious financial networks,2025-03-19
CUST90095,Open Source Intelligence,Sanctions Exposure,0.98,Associated with high-risk cryptocurrency exchange activity,2024-01-30
ACCT200440,Sanctions Watchlist,Sanctions Exposure,0.66,Referenced in dark web forum discussing illicit financial transfers,2024-02-02
CUST90133,Regulatory Bulletin,Fraud Investigation Mention,0.74,Linked to offshore shell company registered in Cayman Islands,2024-04-07
ACCT200245,Social Media Monitoring,Crypto Laundering Indicator,0.5,Connected to politically exposed individual under investigation,2024-11-09
ACCT200325,Open Source Intelligence,Terror Financing Link,0.72,Linked to offshore shell company registered in Cayman Islands,2025-05-17
ACCT200356,Financial News Feed,Fraud Investigation Mention,0.78,Identified in sanctions advisory regarding suspicious financial networks,2025-04-19
ACCT200038,Sanctions Watchlist,Terror Financing Link,0.79,Negative media coverage related to corruption allegations,2025-07-31
ACCT200134,Sanctions Watchlist,Sanctions Exposure,0.76,Linked to offshore shell company registered in Cayman Islands,2024-09-17
ACCT200053,Social Media Monitoring,Politically Exposed Person Link,0.76,Named in leaked documents involving offshore tax structures,2025-01-07
ACCT200138,Dark Web Monitoring,Terror Financing Link,0.69,Linked to offshore shell company registered in Cayman Islands,2025-01-07
CUST90043,Open Source Intelligence,Crypto Laundering Indicator,0.75,Referenced in dark web forum discussing illicit financial transfers,2024-12-09
CUST90060,Regulatory Bulletin,Fraud Investigation Mention,0.49,Referenced in dark web forum discussing illicit financial transfers,2025-04-24
CUST90131,Regulatory Bulletin,Terror Financing Link,0.9,Identified in sanctions advisory regarding suspicious financial networks,2025-05-08
ACCT200156,Sanctions Watchlist,Crypto Laundering Indicator,0.69,Referenced in dark web forum discussing illicit financial transfers,2025-04-28
CUST90194,Financial News Feed,Crypto Laundering Indicator,0.95,Negative media coverage related to corruption allegations,2024-08-06
CUST90085,Financial News Feed,Politically Exposed Person Link,0.55,Named in leaked documents involving offshore tax structures,2024-03-01
ACCT200070,Social Media Monitoring,Crypto Laundering Indicator,0.63,Named in leaked documents involving offshore tax structures,2025-04-15
CUST90108,Regulatory Bulletin,Shell Company Association,0.84,Mentioned in regulatory investigation related to financial misconduct,2024-05-24
ACCT200117,Financial News Feed,Terror Financing Link,0.74,Mentioned in regulatory investigation related to financial misconduct,2024-06-03
CUST90187,Dark Web Monitoring,Politically Exposed Person Link,0.94,Negative media coverage related to corruption allegations,2024-08-05
CUST90175,Financial News Feed,Negative Media,0.77,Mentioned in regulatory investigation related to financial misconduct,2024-08-15
CUST90229,Open Source Intelligence,Fraud Investigation Mention,0.46,Named in leaked documents involving offshore tax structures,2024-09-14
ACCT200238,Open Source Intelligence,Sanctions Exposure,0.85,Negative media coverage related to corruption allegations,2025-07-25
ACCT200467,Social Media Monitoring,Terror Financing Link,0.47,Identified in sanctions advisory regarding suspicious financial networks,2024-05-27
ACCT200273,Open Source Intelligence,Crypto Laundering Indicator,0.97,Named in leaked documents involving offshore tax structures,2025-07-26
ACCT200460,Social Media Monitoring,Offshore Account Activity,0.87,Identified in sanctions advisory regarding suspicious financial networks,2025-04-13
ACCT200255,Social Media Monitoring,Sanctions Exposure,0.8,Mentioned in regulatory investigation related to financial misconduct,2025-01-17
ACCT200448,Open Source Intelligence,Terror Financing Link,0.95,Mentioned in regulatory investigation related to financial misconduct,2024-08-11
ACCT200147,Open Source Intelligence,Politically Exposed Person Link,0.74,Negative media coverage related to corruption allegations,2024-08-28
CUST90069,Dark Web Monitoring,Shell Company Association,0.87,Identified in sanctions advisory regarding suspicious financial networks,2024-08-25
ACCT200126,Financial News Feed,Sanctions Exposure,0.79,Mentioned in regulatory investigation related to financial misconduct,2024-03-29
ACCT200164,Sanctions Watchlist,Terror Financing Link,0.53,Mentioned in regulatory investigation related to financial misconduct,2024-10-14
ACCT200123,Financial News Feed,Sanctions Exposure,0.58,Connected to politically exposed individual under investigation,2024-03-03
CUST90256,Social Media Monitoring,Terror Financing Link,0.94,Connected to politically exposed individual under investigation,2024-09-14
CUST90034,Open Source Intelligence,Politically Exposed Person Link,0.89,Negative media coverage related to corruption allegations,2025-05-14
ACCT200064,Social Media Monitoring,Sanctions Exposure,0.96,Referenced in dark web forum discussing illicit financial transfers,2025-03-26
ACCT200065,Open Source Intelligence,Politically Exposed Person Link,0.61,Named in leaked documents involving offshore tax structures,2024-09-21
CUST90186,Regulatory Bulletin,Fraud Investigation Mention,0.73,Named in leaked documents involving offshore tax structures,2024-02-03
CUST90196,Open Source Intelligence,Crypto Laundering Indicator,0.71,Associated with high-risk cryptocurrency exchange activity,2024-04-23
CUST90157,Financial News Feed,Fraud Investigation Mention,0.65,Negative media coverage related to corruption allegations,2024-02-14
CUST90170,Social Media Monitoring,Negative Media,0.45,Linked to offshore shell company registered in Cayman Islands,2024-05-26
CUST90237,Social Media Monitoring,Politically Exposed Person Link,0.94,Referenced in dark web forum discussing illicit financial transfers,2024-01-02
ACCT200458,Sanctions Watchlist,Offshore Account Activity,0.52,Linked to offshore shell company registered in Cayman Islands,2024-03-25
CUST90086,Open Source Intelligence,Crypto Laundering Indicator,0.9,Mentioned in regulatory investigation related to financial misconduct,2024-12-07
ACCT200101,Social Media Monitoring,Crypto Laundering Indicator,0.46,Mentioned in regulatory investigation related to financial misconduct,2024-09-12
ACCT200025,Financial News Feed,Politically Exposed Person Link,0.96,Negative media coverage related to corruption allegations,2025-05-14
ACCT200143,Financial News Feed,Negative Media,0.56,Connected to politically exposed individual under investigation,2024-05-11
CUST90032,Financial News Feed,Terror Financing Link,0.91,Mentioned in regulatory investigation related to financial misconduct,2024-09-29
CUST90219,Regulatory Bulletin,Politically Exposed Person Link,0.6,Associated with high-risk cryptocurrency exchange activity,2025-01-31
ACCT200451,Sanctions Watchlist,Terror Financing Link,0.71,Identified in sanctions advisory regarding suspicious financial networks,2025-04-26
ACCT200341,Dark Web Monitoring,Fraud Investigation Mention,0.82,Negative media coverage related to corruption allegations,2025-03-15
ACCT200169,Social Media Monitoring,Shell Company Association,0.82,Associated with high-risk cryptocurrency exchange activity,2025-06-10
ACCT200330,Sanctions Watchlist,Crypto Laundering Indicator,0.7,Linked to offshore shell company registered in Cayman Islands,2024-03-04
ACCT200316,Open Source Intelligence,Negative Media,0.48,Associated with high-risk cryptocurrency exchange activity,2025-01-30
CUST90287,Sanctions Watchlist,Offshore Account Activity,0.83,Referenced in dark web forum discussing illicit financial transfers,2024-09-27
ACCT200082,Sanctions Watchlist,Crypto Laundering Indicator,0.91,Referenced in dark web forum discussing illicit financial transfers,2024-03-21
ACCT200345,Social Media Monitoring,Shell Company Association,0.72,Referenced in dark web forum discussing illicit financial transfers,2024-05-29
ACCT200312,Social Media Monitoring,Offshore Account Activity,0.65,Negative media coverage related to corruption allegations,2025-01-01
CUST90077,Dark Web Monitoring,Negative Media,0.8,Linked to offshore shell company registered in Cayman Islands,2024-09-29
ACCT200051,Financial News Feed,Offshore Account Activity,0.57,Negative media coverage related to corruption allegations,2025-04-28
CUST90176,Open Source Intelligence,Terror Financing Link,0.64,Associated with high-risk cryptocurrency exchange activity,2024-06-30
ACCT200152,Open Source Intelligence,Offshore Account Activity,0.76,Associated with high-risk cryptocurrency exchange activity,2024-08-16
ACCT200450,Regulatory Bulletin,Terror Financing Link,0.58,Referenced in dark web forum discussing illicit financial transfers,2024-05-07
ACCT200435,Social Media Monitoring,Fraud Investigation Mention,0.52,Associated with high-risk cryptocurrency exchange activity,2024-11-21
ACCT200058,Financial News Feed,Politically Exposed Person Link,0.92,Named in leaked documents involving offshore tax structures,2025-04-19
ACCT200459,Financial News Feed,Negative Media,0.72,Associated with high-risk cryptocurrency exchange activity,2024-03-23
ACCT200030,Open Source Intelligence,Crypto Laundering Indicator,0.85,Connected to politically exposed individual under investigation,2024-06-26
ACCT200393,Financial News Feed,Offshore Account Activity,0.59,Named in leaked documents involving offshore tax structures,2024-06-26
ACCT200436,Sanctions Watchlist,Offshore Account Activity,0.69,Mentioned in regulatory investigation related to financial misconduct,2024-09-18
ACCT200390,Sanctions Watchlist,Shell Company Association,0.75,Linked to offshore shell company registered in Cayman Islands,2024-11-16
CUST90164,Regulatory Bulletin,Crypto Laundering Indicator,0.58,Connected to politically exposed individual under investigation,2025-07-16
CUST90145,Regulatory Bulletin,Negative Media,0.65,Mentioned in regulatory investigation related to financial misconduct,2025-06-28
ACCT200239,Open Source Intelligence,Crypto Laundering Indicator,0.73,Negative media coverage related to corruption allegations,2025-03-23
CUST90149,Open Source Intelligence,Offshore Account Activity,0.86,Identified in sanctions advisory regarding suspicious financial networks,2024-12-28
ACCT200482,Social Media Monitoring,Terror Financing Link,0.72,Mentioned in regulatory investigation related to financial misconduct,2024-06-26
CUST90116,Regulatory Bulletin,Politically Exposed Person Link,0.92,Linked to offshore shell company registered in Cayman Islands,2024-12-30
ACCT200279,Sanctions Watchlist,Shell Company Association,0.83,Linked to offshore shell company registered in Cayman Islands,2024-07-10
ACCT200458,Financial News Feed,Sanctions Exposure,0.91,Linked to offshore shell company registered in Cayman Islands,2025-01-15
ACCT200392,Dark Web Monitoring,Terror Financing Link,0.85,Associated with high-risk cryptocurrency exchange activity,2025-06-03
CUST90199,Sanctions Watchlist,Terror Financing Link,0.5,Named in leaked documents involving offshore tax structures,2025-07-23
ACCT200495,Open Source Intelligence,Offshore Account Activity,0.47,Identified in sanctions advisory regarding suspicious financial networks,2024-01-14
ACCT200096,Social Media Monitoring,Terror Financing Link,0.83,Associated with high-risk cryptocurrency exchange activity,2024-12-01
ACCT200304,Open Source Intelligence,Sanctions Exposure,0.57,Mentioned in regulatory investigation related to financial misconduct,2025-06-30
ACCT200460,Regulatory Bulletin,Negative Media,0.75,Mentioned in regulatory investigation related to financial misconduct,2025-02-11
CUST90221,Dark Web Monitoring,Terror Financing Link,0.5,Referenced in dark web forum discussing illicit financial transfers,2024-06-08
ACCT200249,Social Media Monitoring,Crypto Laundering Indicator,0.63,Connected to politically exposed individual under investigation,2024-12-29
CUST90269,Dark Web Monitoring,Fraud Investigation Mention,0.68,Associated with high-risk cryptocurrency exchange activity,2024-10-18
ACCT200364,Financial News Feed,Offshore Account Activity,0.94,Named in leaked documents involving offshore tax structures,2024-08-09
CUST90230,Sanctions Watchlist,Shell Company Association,0.58,Linked to offshore shell company registered in Cayman Islands,2024-11-11
ACCT200481,Regulatory Bulletin,Fraud Investigation Mention,0.9,Referenced in dark web forum discussing illicit financial transfers,2024-04-23
CUST90239,Open Source Intelligence,Crypto Laundering Indicator,0.76,Named in leaked documents involving offshore tax structures,2025-03-27
ACCT200290,Regulatory Bulletin,Negative Media,0.7,Identified in sanctions advisory regarding suspicious financial networks,2024-03-27
ACCT200273,Social Media Monitoring,Negative Media,0.82,Associated with high-risk cryptocurrency exchange activity,2024-02-25
CUST90177,Dark Web Monitoring,Offshore Account Activity,0.5,Identified in sanctions advisory regarding suspicious financial networks,2025-02-13
CUST90274,Dark Web Monitoring,Politically Exposed Person Link,0.47,Connected to politically exposed individual under investigation,2025-01-16
ACCT200303,Sanctions Watchlist,Fraud Investigation Mention,0.53,Named in leaked documents involving offshore tax structures,2025-08-11
CUST90192,Open Source Intelligence,Fraud Investigation Mention,0.71,Named in leaked documents involving offshore tax structures,2024-09-05
CUST90229,Sanctions Watchlist,Politically Exposed Person Link,0.85,Referenced in dark web forum discussing illicit financial transfers,2024-03-20
ACCT200477,Regulatory Bulletin,Sanctions Exposure,0.84,Referenced in dark web forum discussing illicit financial transfers,2025-06-27
CUST90125,Regulatory Bulletin,Fraud Investigation Mention,0.63,Named in leaked documents involving offshore tax structures,2025-05-12
CUST90090,Dark Web Monitoring,Sanctions Exposure,0.9,Named in leaked documents involving offshore tax structures,2025-07-23
CUST90196,Regulatory Bulletin,Crypto Laundering Indicator,0.5,Identified in sanctions advisory regarding suspicious financial networks,2025-05-01
CUST90226,Dark Web Monitoring,Offshore Account Activity,0.84,Named in leaked documents involving offshore tax structures,2025-02-14
ACCT200057,Financial News Feed,Fraud Investigation Mention,0.46,Linked to offshore shell company registered in Cayman Islands,2024-01-01
ACCT200025,Dark Web Monitoring,Fraud Investigation Mention,0.93,Associated with high-risk cryptocurrency exchange activity,2025-05-09
CUST90210,Social Media Monitoring,Sanctions Exposure,0.72,Associated with high-risk cryptocurrency exchange activity,2024-03-26
